15.8,0.62,0.61,0.60,0.60,0.61,0.65,0.66,0.65,0.66,0.65,0.65,0.64,0.64,0.65,0.66,0.67,0.69,0.71,0.73,0.74,0.73,0.73,0.75,0.70,0.74,0.76,0.72,0.75,0.74,0.77,0.77,0.76,0.74,0.73,0.71,0.71,0.70,0.67,0.66,0.65,0.62,0.61,0.61,0.61,0.60,0.60,0.60,0.60
16.3,0.64,0.63,0.62,0.62,0.62,0.67,0.68,0.67,0.67,0.67,0.66,0.66,0.66,0.67,0.68,0.69,0.71,0.73,0.75,0.76,0.75,0.75,0.77,0.72,0.75,0.78,0.74,0.77,0.76,0.79,0.78,0.78,0.76,0.75,0.73,0.73,0.72,0.69,0.68,0.67,0.64,0.63,0.63,0.63,0.62,0.61,0.61,0.61
17.0,0.65,0.65,0.64,0.63,0.64,0.68,0.69,0.69,0.69,0.69,0.68,0.68,0.68,0.68,0.69,0.70,0.72,0.75,0.77,0.78,0.77,0.76,0.79,0.74,0.77,0.80,0.76,0.78,0.78,0.81,0.80,0.79,0.78,0.76,0.75,0.75,0.73,0.70,0.70,0.68,0.66,0.65,0.64,0.64,0.63,0.63,0.63,0.63
17.8,0.67,0.67,0.66,0.65,0.66,0.70,0.71,0.70,0.71,0.70,0.70,0.70,0.69,0.70,0.71,0.72,0.74,0.76,0.78,0.79,0.79,0.78,0.80,0.76,0.79,0.81,0.77,0.80,0.79,0.82,0.82,0.81,0.80,0.78,0.76,0.76,0.75,0.72,0.72,0.70,0.68,0.67,0.66,0.66,0.65,0.65,0.65,0.65
18.9,0.69,0.68,0.67,0.67,0.68,0.72,0.73,0.72,0.72,0.72,0.72,0.71,0.71,0.72,0.73,0.74,0.76,0.78,0.80,0.81,0.80,0.80,0.82,0.77,0.81,0.83,0.79,0.82,0.81,0.84,0.83,0.83,0.81,0.80,0.78,0.78,0.77,0.74,0.73,0.72,0.69,0.68,0.68,0.68,0.67,0.67,0.66,0.66
20.3,0.70,0.70,0.69,0.69,0.69,0.73,0.74,0.74,0.74,0.74,0.73,0.73,0.73,0.73,0.74,0.75,0.77,0.80,0.82,0.83,0.82,0.81,0.84,0.79,0.82,0.85,0.81,0.83,0.83,0.86,0.85,0.84,0.83,0.82,0.80,0.80,0.78,0.75,0.75,0.73,0.71,0.70,0.70,0.69,0.69,0.68,0.68,0.68
22.1,0.72,0.72,0.71,0.70,0.71,0.75,0.76,0.76,0.76,0.76,0.75,0.75,0.75,0.75,0.76,0.77,0.79,0.81,0.84,0.84,0.84,0.83,0.85,0.81,0.84,0.86,0.82,0.85,0.85,0.88,0.87,0.86,0.85,0.83,0.81,0.82,0.80,0.77,0.77,0.75,0.73,0.72,0.71,0.71,0.70,0.70,0.70,0.70
24.5,0.74,0.73,0.72,0.72,0.73,0.77,0.78,0.77,0.78,0.77,0.77,0.76,0.76,0.77,0.78,0.79,0.81,0.83,0.85,0.86,0.85,0.85,0.87,0.82,0.86,0.88,0.84,0.87,0.86,0.89,0.89,0.88,0.86,0.85,0.83,0.83,0.82,0.79,0.78,0.77,0.74,0.73,0.73,0.73,0.72,0.72,0.72,0.72
27.5,0.75,0.75,0.74,0.74,0.74,0.78,0.80,0.79,0.79,0.79,0.78,0.78,0.78,0.79,0.80,0.80,0.83,0.85,0.87,0.88,0.87,0.86,0.89,0.84,0.87,0.90,0.86,0.89,0.88,0.91,0.90,0.89,0.88,0.87,0.85,0.85,0.84,0.80,0.80,0.78,0.76,0.75,0.75,0.74,0.74,0.73,0.73,0.73
31.3,0.77,0.77,0.76,0.75,0.76,0.80,0.81,0.81,0.81,0.81,0.80,0.80,0.80,0.80,0.81,0.82,0.84,0.87,0.89,0.89,0.89,0.88,0.90,0.86,0.89,0.91,0.88,0.90,0.90,0.93,0.92,0.91,0.90,0.88,0.87,0.87,0.85,0.82,0.82,0.80,0.78,0.77,0.76,0.76,0.75,0.75,0.75,0.75
36.3,0.79,0.78,0.78,0.77,0.78,0.82,0.83,0.82,0.83,0.82,0.82,0.82,0.81,0.82,0.83,0.84,0.86,0.88,0.90,0.91,0.91,0.90,0.92,0.88,0.91,0.93,0.89,0.92,0.91,0.94,0.94,0.93,0.91,0.90,0.88,0.88,0.87,0.84,0.84,0.82,0.79,0.79,0.78,0.78,0.77,0.77,0.77,0.77
42.7,0.81,0.80,0.79,0.79,0.80,0.84,0.85,0.84,0.84,0.84,0.83,0.83,0.83,0.84,0.85,0.86,0.88,0.90,0.92,0.93,0.92,0.92,0.94,0.89,0.92,0.95,0.91,0.94,0.93,0.96,0.95,0.95,0.93,0.92,0.90,0.90,0.89,0.86,0.85,0.84,0.81,0.80,0.80,0.80,0.79,0.78,0.78,0.78
50.9,0.82,0.82,0.81,0.80,0.81,0.85,0.86,0.86,0.86,0.86,0.85,0.85,0.85,0.85,0.86,0.87,0.89,0.92,0.94,0.95,0.94,0.93,0.96,0.91,0.94,0.97,0.93,0.95,0.95,0.98,0.97,0.96,0.95,0.94,0.92,0.92,0.90,0.87,0.87,0.85,0.83,0.82,0.81,0.81,0.81,0.80,0.80,0.80
61.6,0.84,0.84,0.83,0.82,0.83,0.87,0.88,0.87,0.88,0.87,0.87,0.87,0.86,0.87,0.88,0.89,0.91,0.93,0.96,0.96,0.96,0.95,0.97,0.93,0.96,0.98,0.94,0.97,0.96,1.00,0.99,0.98,0.97,0.95,0.93,0.93,0.92,0.89,0.89,0.87,0.85,0.84,0.83,0.83,0.82,0.82,0.82,0.82
75.2,0.86,0.85,0.84,0.84,0.85,0.89,0.90,0.89,0.89,0.89,0.89,0.88,0.88,0.89,0.90,0.91,0.93,0.95,0.97,0.98,0.97,0.97,0.99,0.94,0.98,1.00,0.96,0.99,0.98,1.01,1.01,1.00,0.98,0.97,0.95,0.95,0.94,0.91,0.90,0.89,0.86,0.85,0.85,0.85,0.84,0.84,0.83,0.83
92.8,0.87,0.87,0.86,0.86,0.86,0.90,0.91,0.91,0.91,0.91,0.90,0.90,0.90,0.90,0.92,0.92,0.94,0.97,0.99,1.00,0.99,0.98,1.01,0.96,0.99,1.02,0.98,1.00,1.00,1.03,1.02,1.01,1.00,0.99,0.97,0.97,0.95,0.92,0.92,0.90,0.88,0.87,0.87,0.86,0.86,0.85,0.85,0.85
115.5,0.89,0.89,0.88,0.87,0.88,0.92,0.93,0.93,0.93,0.93,0.92,0.92,0.92,0.92,0.93,0.94,0.96,0.98,1.01,1.01,1.01,1.00,1.02,0.98,1.01,1.03,1.00,1.02,1.02,1.05,1.04,1.03,1.02,1.00,0.98,0.99,0.97,0.94,0.94,0.92,0.90,0.89,0.88,0.88,0.87,0.87,0.87,0.87
144.6,0.91,0.90,0.89,0.89,0.90,0.94,0.95,0.94,0.95,0.94,0.94,0.93,0.93,0.94,0.95,0.96,0.98,1.00,1.02,1.03,1.02,1.02,1.04,0.99,1.03,1.05,1.01,1.04,1.03,1.06,1.06,1.05,1.03,1.02,1.00,1.00,0.99,0.96,0.95,0.94,0.91,0.90,0.90,0.90,0.89,0.89,0.89,0.89
182.1,0.93,0.92,0.91,0.91,0.91,0.95,0.97,0.96,0.96,0.96,0.95,0.95,0.95,0.96,0.97,0.98,1.00,1.02,1.04,1.05,1.04,1.04,1.06,1.01,1.04,1.07,1.03,1.06,1.05,1.08,1.07,1.07,1.05,1.04,1.02,1.02,1.01,0.97,0.97,0.95,0.93,0.92,0.92,0.91,0.91,0.90,0.90,0.90
230.4,0.94,0.94,0.93,0.92,0.93,0.97,0.98,0.98,0.98,0.98,0.97,0.97,0.97,0.97,0.98,0.99,1.01,1.04,1.06,1.07,1.06,1.05,1.08,1.03,1.06,1.08,1.05,1.07,1.07,1.10,1.09,1.08,1.07,1.05,1.04,1.04,1.02,0.99,0.99,0.97,0.95,0.94,0.93,0.93,0.92,0.92,0.92,0.92
